Ticker,PBRatio,profitMargin,PEGRatio,dividendyield,returnonequity,DERatio,PIRatio,index
TWTR,4.727,-0.3607,3.64,0.0,-0.1527,0.6754537327280491,0.18422365076859476,1.2396511367104754
UTSI,0.4446,-0.4435,1,0.0,-0.189,0.5448510362694301,-25.901809512767656,-2.8978210586305644
ZNGA,3.0835,-0.2155,1.28,0.0,-0.1599,0.8309776902280739,5.031701619868705,1.1577024096024904
AEP,2.0808,0.1285,2.6841,0.0349,0.0941,2.8505835735224077,-0.2899117410937514,1.0474732769505426
AWK,4.3901,0.1763,4.33,0.0143,0.1042,2.746007371007371,-0.07024891146154606,1.6524227203052042
T,1.1784,0.0642,7.3655,0.0717,0.0637,2.06775161916914,1.0693415948271918,2.187349120912794
CHL,0.7233,0.1412,2.8126,0.0647,0.0,1,1,0.9632440000000001
CHA,0.4596,0.054,1.1781,0.0516,0.0,0.9883865902575628,5.82801270141828,1.1127764513907985
CHU,0.3866,0.0413,1.3923,0.0334,0.0,0.7538910416019058,7.1339844275722095,1.2920854146368175
D,2.6925,-0.0044,29.5806,0.0319,0.0706,2.9692815917375457,-0.08446826037777369,7.55939433609367
FE,2.017,0.0676,2.8297,0.0584,0.0844,4.973567056204786,0.14504479546445775,1.2904827399521177
GOGO,0.0,-0.3396,-0.43,0.0,0.0,-2.5211126802782475,1,-0.2392250144222598
GTT,1.1716,-0.0951,2.8411,0.0,-0.5814,23.08028455284553,1,2.6105187642276424
HNP,0.3176,0.0323,0.4834,0.0488,0.053,1,1,0.363048
MSEX,3.6363,0.2734,10.95,0.015,0.1228,1.7886748598157993,-0.09842671123690934,3.1202907834368347
NFG,1.9637,-0.08,2.05,0.0424,-0.0602,2.531939374823148,0.2839139590897278,0.8659688250766191
PCG,1.2072,-0.2781,1.592,0.0,0.0,3.592879108206804,1,0.8415903286565444
SRE,1.8938,0.3548,2.9392,0.032,0.0992,1.8915175498967653,-0.17731259646781372,1.0674038924156037
SJW,2.0923,0.0771,0.5907,0.0191,0.0472,2.570094440568593,2.762449177416765,0.8703214565354992
SO,2.2735,0.1573,3.5732,0.0422,0.0968,3.3092372288313507,-0.267010746596479,1.3217376887149306
YORW,4.2473,0.3044,7.71,0.0163,0.1191,1.8171012812172977,0.04179062221835751,2.4150469771635867
UGI,1.9004,0.0811,2.65,0.0355,0.1336,2.387839147286822,0.6457309981827818,1.1005028515648796
VZ,3.8526,0.1426,4.1097,0.0414,0.2972,3.564293288662804,0.5856989064867841,1.7371873318714386
VOD,0.6502,0.0567,0.6057,0.0632,0.0503,1.6670436630337926,2.225108542407541,0.6244765181316084
